日期,信准明汯500指数增强(SEE851),宽投瑞安1号私募投资基金(SLR574),行知星享因诺兴泰进取2号1期(SSN701),华泰尊享1号集合资产管理计划241期,浦银安盛沪深300指数增强(519116),易方达均衡成长股票型证券投资基金(009341),兴全趋势(163402),国金量化精选混合A(014805)
2022-10-12,,,,,1.074,1.0898,0.6551,1.1043
2022-10-13,,,,,1.062,1.0858,0.6509,1.1156
2022-10-14,2.2775,0.8714,0.8673,,1.083,1.1093,0.6583,1.1363
2022-10-17,,,,,1.083,1.1094,0.6651,1.1522
2022-10-18,,,,,1.081,1.1173,0.6613,1.1582
2022-10-19,,,,,1.064,1.1037,0.6578,1.1539
2022-10-20,,,,,1.057,1.098,0.6622,1.1501
2022-10-21,2.2568,0.8914,0.8647,,1.052,1.0931,0.6596,1.1499
2022-10-24,,,,,1.023,1.0689,0.6528,1.1348
2022-10-25,,,,,1.02,1.0705,0.6482,1.1343
2022-10-26,,,,,1.025,1.0865,0.6535,1.1572
2022-10-27,,,,,1.018,1.0713,0.655,1.1572
2022-10-28,2.1628,0.8848,0.8347,,0.996,1.047,0.645,1.1188
2022-10-31,,,,,0.986,1.0496,0.6417,1.1367
2022-11-01,,,,,1.018,1.0832,0.6469,1.165
2022-11-02,,,,,1.028,1.0926,0.653,1.1827
2022-11-03,,,,,1.018,1.0913,0.6528,1.1868
2022-11-04,2.3424,0.9533,0.8978,,1.05,1.1286,0.6679,1.2041
2022-11-07,,,,,1.052,1.1254,0.6641,1.2117
2022-11-08,,,,,1.046,1.1198,0.6611,1.2103
2022-11-09,,,,,1.038,1.11,0.6599,1.209
2022-11-10,,,,,1.03,1.097,0.6508,1.2049
2022-11-11,2.3459,0.9148,0.8952,,1.062,1.1158,0.6682,1.2095
2022-11-14,,,,,1.065,1.1032,0.6709,1.2078
2022-11-15,,,,,1.081,1.1242,0.6898,1.2298
2022-11-16,,,,,1.072,1.1153,0.6764,1.2299
2022-11-17,,,,,1.066,1.1116,0.6802,1.2335
2022-11-18,2.3464,0.9148,0.8964,,1.064,1.107,0.6718,1.2238
2022-11-21,,,,,1.054,1.101,0.673,1.2258
2022-11-22,,,,,1.053,1.0904,0.668,1.2173
2022-11-23,,,,,1.057,1.0919,0.6668,1.2129
2022-11-24,,,,,1.054,1.0871,0.6671,1.2167
2022-11-25,2.328,0.886,0.8903,,1.056,1.0764,0.6703,1.2083
2022-11-28,,,,,1.046,1.0738,0.6686,1.2022
2022-11-29,,,,,1.072,1.0945,0.6863,1.2252
2022-11-30,,,,,1.074,1.1022,0.6741,1.2247
2022-12-01,,,,,1.083,1.1167,0.682,1.2312
2022-12-02,2.3862,0.9003,0.9098,,1.077,1.1089,0.6747,1.2406
2022-12-05,,,,,1.093,1.1163,0.6773,1.2518
2022-12-06,,,,,1.098,1.1259,0.6827,1.2466
2022-12-07,,,,,1.096,1.1317,0.6784,1.2484
2022-12-08,,,,,1.096,1.1347,0.6804,1.2482
2022-12-09,2.4172,0.8944,0.9187,,1.104,1.1431,0.6875,1.2462
2022-12-12,,,,,1.093,1.1419,0.684,1.2379
2022-12-13,,,,,1.09,1.1418,0.6749,1.2421
2022-12-14,,,,,1.092,1.1438,0.6733,1.2393
2022-12-15,,,,,1.091,1.1493,0.676,1.2397
2022-12-16,2.3768,0.8659,0.9043,,1.09,1.1423,0.6741,1.234
2022-12-19,,,,,1.074,1.1295,0.6619,1.2072
2022-12-20,,,,,1.059,1.1122,0.6546,1.2025
2022-12-21,,,,,1.058,1.114,0.65,1.1996
2022-12-22,,,,,1.057,1.1098,0.648,1.1884
2022-12-23,,,,,1.054,1.1023,0.647,1.1876
2022-12-25,2.2748,0.8181,0.8687,,,,,
2022-12-26,,,,,1.06,1.1182,0.6508,1.1951
2022-12-27,,,,,1.068,1.1268,0.6574,1.2014
2022-12-28,,,,,1.065,1.1208,0.6539,1.1909
2022-12-29,,,,,1.06,1.1213,0.6504,1.1864
2022-12-30,2.3251,0.8466,0.8819,,1.064,1.1242,0.6507,1.1953
2022-12-31,,,,,1.064,1.1241,0.6506,1.1953
2023-01-03,,,,,1.07,1.1438,0.6589,1.2087
2023-01-04,,,,,1.07,1.1379,0.6626,1.2118
2023-01-05,,,,,1.09,1.1581,0.6733,1.2199
2023-01-06,2.4034,0.8891,0.9062,,1.095,1.1603,0.6699,1.2171
2023-01-09,,,,,1.103,1.1671,0.6706,1.2239
2023-01-10,,,,,1.106,1.1674,0.6716,1.223
2023-01-11,,,,,1.104,1.1608,0.6712,1.2144
2023-01-12,,,,,1.105,1.1617,0.6656,1.2137
2023-01-13,2.4183,0.8825,0.9105,,1.119,1.1729,0.6658,1.2226
2023-01-16,,,,,1.132,1.1824,0.6765,1.2351
2023-01-17,,,,,1.131,1.184,0.6812,1.2343
2023-01-18,,,,,1.13,1.1866,0.681,1.2383
2023-01-19,,,,,1.136,1.195,0.6877,1.2441
2023-01-20,2.4858,0.9161,0.9357,,1.143,1.2007,0.688,1.2521
2023-01-30,,,,,1.146,1.207,0.6833,1.2675
2023-01-31,,,,,1.134,1.1997,0.6796,1.2708
2023-02-01,,,,,1.143,1.2175,0.6833,1.289
2023-02-02,,,,,1.14,1.2172,0.6879,1.2928
2023-02-03,2.5218,0.952,0.9499,,1.129,1.2114,0.6836,1.2918
2023-02-06,,,,,1.116,1.1937,0.6772,1.2891
2023-02-07,,,,,1.117,1.1951,0.6799,1.299
2023-02-08,,,,,1.112,1.1904,0.6766,1.296
2023-02-09,,,,,1.127,1.2108,0.6879,1.3129
2023-02-10,2.5227,0.9631,0.9552,,1.121,1.1958,0.684,1.3121
2023-02-13,,,,,1.131,1.2131,0.6846,1.3206
2023-02-14,,,,,1.132,1.2119,0.6835,1.3234
2023-02-15,,,,,1.126,1.2065,0.6814,1.3289
2023-02-16,,,,,1.118,1.1956,0.6715,1.3029
2023-02-17,2.4816,0.9366,0.9415,,1.103,1.1769,0.6591,1.2981
2023-02-20,,,,,1.127,1.1903,0.6697,1.3115
2023-02-21,,,,,1.129,1.1856,0.669,1.3167
2023-02-22,,,,,1.122,1.1782,0.666,1.3188
2023-02-23,,,,,1.121,1.1773,0.6656,1.3171
2023-02-24,2.52,0.9441,0.9573,,1.11,1.1705,0.6608,1.3162
2023-02-27,,,,,1.107,1.1727,0.656,1.3075
2023-02-28,,,,,1.114,1.1785,0.6591,1.3179
2023-03-01,,,,,1.127,1.1922,0.6642,1.3289
2023-03-02,,,,,1.123,1.1821,0.6582,1.3283
2023-03-03,2.5416,0.9425,0.9695,,1.126,1.1837,0.6616,1.327
2023-03-06,,,,,1.123,1.194,0.6617,1.3268
2023-03-07,,,,,1.109,1.173,0.6488,1.3055
2023-03-08,,,,,1.105,1.1686,0.651,1.3155
2023-03-09,,,,,1.103,1.163,0.6545,1.32
2023-03-10,2.4679,0.9446,0.9429,,1.089,1.1459,0.6473,1.3062
2023-03-13,,,,,1.101,1.1538,0.6535,1.3122
2023-03-14,,,,,1.092,1.1438,0.6534,1.2999
2023-03-15,,,,,1.093,1.1416,0.6525,1.3116
2023-03-16,,,,,1.08,1.1258,0.646,1.2967
2023-03-17,2.4412,0.9288,0.9433,,1.083,1.1241,0.6514,1.3096
2023-03-20,,,,,1.078,1.1145,0.6463,1.3081
2023-03-21,,,,,1.088,1.1311,0.6498,1.3224
2023-03-22,,,,,1.091,1.1313,0.6523,1.3332
2023-03-23,,,,,1.101,1.138,0.6579,1.3359
2023-03-24,2.4957,0.941,0.9656,,1.098,1.1332,0.6564,1.3367
2023-03-27,,,,,1.097,1.1281,0.6496,1.334
2023-03-28,,,,,1.095,1.1219,0.6424,1.3262
2023-03-29,,,,,1.095,1.1259,0.6515,1.3224
2023-03-30,,,,,1.102,1.1297,0.6512,1.3185
2023-03-31,,,,,1.106,1.1323,0.6524,1.329
2023-04-03,,,,,1.117,1.1323,0.6642,1.3436
2023-04-04,,,,,1.121,1.1252,0.6659,1.3399
2023-04-06,,,,,1.119,1.1292,0.6749,1.3383
2023-04-07,,,,,1.124,1.1351,0.6848,1.3468
2023-04-10,,,,,1.119,1.1376,0.6809,1.3335
2023-04-11,,,,,1.118,1.1317,0.6775,1.3375
2023-04-12,,,,,1.117,1.1224,0.6882,1.3496
2023-04-13,,,,,1.11,1.1206,0.6771,1.3413
2023-04-14,,,,,1.116,1.1273,0.6893,1.3445
2023-04-17,,,,,1.132,1.1331,0.6887,1.3504
2023-04-18,,,,,1.137,1.1333,0.6877,1.3448
